"Time (s)","Illuminance (lx)"
5.034256881E0,1.496000000E3
5.074247115E0,1.484000000E3
5.114235670E0,1.478000000E3
5.154231373E0,1.459000000E3
5.194226061E0,1.460000000E3
5.234225123E0,1.454000000E3
5.274225865E0,1.453000000E3
5.314220865E0,1.455000000E3
5.354214381E0,1.457000000E3
5.434204068E0,1.466000000E3
5.474177545E0,1.473000000E3
5.514137076E0,1.479000000E3
5.554096139E0,1.480000000E3
5.594060279E0,1.481000000E3
5.634021217E0,1.483000000E3
5.673993170E0,1.480000000E3
5.713969811E0,1.483000000E3
5.753937701E0,1.468000000E3
5.793895475E0,1.472000000E3
5.833854811E0,1.463000000E3
5.873811217E0,1.454000000E3
5.913759225E0,1.450000000E3
5.953710943E0,1.446000000E3
6.033654146E0,1.454000000E3
6.073611803E0,1.462000000E3
6.113577936E0,1.476000000E3
6.153566490E0,1.490000000E3
6.193536764E0,1.482000000E3
6.233508248E0,1.502000000E3
6.273488600E0,1.523000000E3
6.313466021E0,1.544000000E3
6.353447506E0,1.554000000E3
6.393422662E0,1.564000000E3
6.433402936E0,1.565000000E3
6.473378326E0,1.571000000E3
6.513359068E0,1.570000000E3
6.553336686E0,1.574000000E3
6.633293990E0,1.572000000E3
6.673268756E0,1.570000000E3
6.713243014E0,1.566000000E3
6.753215709E0,1.546000000E3
6.833155006E0,1.527000000E3
6.873105592E0,1.512000000E3
6.913058014E0,1.505000000E3
6.953018639E0,1.500000000E3
7.032957506E0,1.514000000E3
7.072939654E0,1.527000000E3
7.112911412E0,1.540000000E3
7.152874381E0,1.553000000E3
7.192839850E0,1.565000000E3
7.232803170E0,1.579000000E3
7.272762701E0,1.597000000E3
7.312733912E0,1.606000000E3
7.352713326E0,1.624000000E3
7.392686178E0,1.614000000E3
7.432650123E0,1.626000000E3
7.472618053E0,1.629000000E3
7.512588131E0,1.633000000E3
7.632473912E0,1.628000000E3
7.672435162E0,1.620000000E3
7.712380006E0,1.617000000E3
7.752319850E0,1.613000000E3
7.832224381E0,1.621000000E3
7.872196959E0,1.627000000E3
7.912151529E0,1.633000000E3
8.031996061E0,1.635000000E3
8.071964967E0,1.631000000E3
8.111951529E0,1.638000000E3
8.151933092E0,1.619000000E3
8.271856061E0,1.628000000E3
8.311814029E0,1.644000000E3
8.351780982E0,1.681000000E3
8.391754967E0,1.719000000E3
8.431735631E0,1.750000000E3
8.471715162E0,1.790000000E3
8.511686217E0,1.805000000E3
8.551675631E0,1.847000000E3
8.591665396E0,1.834000000E3
8.631647740E0,1.856000000E3
8.671627623E0,1.872000000E3
8.711611451E0,1.881000000E3
8.751586998E0,1.900000000E3
8.791557311E0,1.928000000E3
8.831511920E0,1.925000000E3
8.871465592E0,1.938000000E3
8.911431373E0,1.935000000E3
8.951377389E0,1.944000000E3
8.991334342E0,1.942000000E3
9.071268365E0,1.941000000E3
9.111241217E0,1.935000000E3
9.151216451E0,1.923000000E3
9.191174811E0,1.924000000E3
9.231150084E0,1.922000000E3
9.271113873E0,1.924000000E3
9.311083561E0,1.952000000E3
9.351035475E0,1.893000000E3
9.391003404E0,1.897000000E3
9.430976803E0,1.863000000E3
9.470931100E0,1.849000000E3
9.510900631E0,1.866000000E3
9.550870787E0,1.862000000E3
9.630792623E0,1.871000000E3
9.670779342E0,1.811000000E3
9.710772232E0,1.815000000E3
9.750742740E0,1.720000000E3
9.790703209E0,1.764000000E3
9.830669771E0,1.689000000E3
9.870647740E0,1.613000000E3
9.910619693E0,1.569000000E3
9.950581920E0,1.449000000E3
1.003049012E1,1.380000000E3
1.007045606E1,1.327000000E3
1.011042387E1,1.303000000E3
1.015039891E1,1.318000000E3
1.023033426E1,1.377000000E3
1.027028544E1,1.454000000E3
1.031024516E1,1.530000000E3
1.035021352E1,1.541000000E3
1.039017524E1,1.551000000E3
1.043012637E1,1.649000000E3
1.047008633E1,1.403000000E3
1.051002926E1,1.513000000E3
1.054997407E1,1.025000000E3
1.058991184E1,1.130000000E3
1.062987598E1,8.860000000E2
1.066983102E1,6.950000000E2
1.070976958E1,5.360000000E2
1.074970993E1,3.180000000E2
1.078965602E1,3.190000000E2
1.082961774E1,2.490000000E2
1.086959192E1,2.270000000E2
1.090955016E1,2.500000000E2
1.094950094E1,2.930000000E2
1.102940731E1,4.490000000E2
1.106934903E1,7.050000000E2
1.110929266E1,9.680000000E2
1.114923579E1,1.254000000E3
1.122915079E1,1.496000000E3
1.126909680E1,1.731000000E3
1.130905212E1,1.874000000E3
1.134900215E1,2.015000000E3
1.142893102E1,1.920000000E3
1.146888376E1,1.923000000E3
1.154877239E1,1.918000000E3
1.158872852E1,1.758000000E3
1.162866180E1,1.767000000E3
1.166859536E1,1.708000000E3
1.170855551E1,1.635000000E3
1.174850282E1,1.618000000E3
1.178843938E1,1.546000000E3
1.182837559E1,1.554000000E3
1.186832204E1,1.525000000E3
1.190827086E1,1.459000000E3
1.194822446E1,1.453000000E3
1.198816340E1,1.357000000E3
1.202810188E1,1.369000000E3
1.206804004E1,1.318000000E3
1.210800508E1,1.279000000E3
1.214796005E1,1.282000000E3
1.218791626E1,1.306000000E3
1.222787594E1,1.304000000E3
1.226782997E1,1.391000000E3
1.230778993E1,1.471000000E3
1.234774837E1,1.568000000E3
1.238771630E1,1.651000000E3
1.242767212E1,1.623000000E3
1.246763106E1,1.701000000E3
1.250758907E1,1.784000000E3
1.254753633E1,1.879000000E3
1.258748282E1,1.960000000E3
1.262742758E1,1.947000000E3
1.266738313E1,2.010000000E3
1.270735290E1,2.056000000E3
1.274731973E1,2.095000000E3
1.278729098E1,2.114000000E3
1.282725934E1,2.106000000E3
1.290718692E1,2.097000000E3
1.294713309E1,2.096000000E3
1.298709149E1,2.047000000E3
1.302705114E1,2.054000000E3
1.306700247E1,2.032000000E3
1.310695227E1,1.974000000E3
1.314691633E1,1.967000000E3
1.318688004E1,1.855000000E3
1.322684575E1,1.867000000E3
1.326680719E1,1.816000000E3
1.330676676E1,1.729000000E3
1.334670997E1,1.704000000E3
1.338666329E1,1.598000000E3
1.342662876E1,1.602000000E3
1.346659231E1,1.555000000E3
1.350654368E1,1.526000000E3
1.354650028E1,1.506000000E3
1.358646934E1,1.495000000E3
1.362642383E1,1.503000000E3
1.366637180E1,1.478000000E3
1.370633852E1,1.441000000E3
1.374630352E1,1.421000000E3
1.378625571E1,1.400000000E3
1.382621012E1,1.405000000E3
1.386615446E1,1.401000000E3
1.390609001E1,1.384000000E3
1.394602930E1,1.379000000E3
1.398597958E1,1.365000000E3
1.402594313E1,1.369000000E3
1.406589188E1,1.368000000E3
1.410584551E1,1.351000000E3
1.418578333E1,1.313000000E3
1.422574762E1,1.314000000E3
1.426572403E1,1.301000000E3
1.430570700E1,1.292000000E3
